id,worker_id,recruiter_id,created_date,updated_date,created_by,updated_by
00fbbc5e-9afb-446a-bf81-4fbab548946e,d31b116b-af27-4135-8059-e3f2358ccac4,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 13:39:18,2023-06-19 13:39:18,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
032f3d6e-a6f7-4ce6-876b-de34d79ef5cb,ca1e7f28-0b6e-4344-9ba7-faa67849636d,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:08:30,2023-06-19 10:08:30,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
09c58b0c-2ce7-40d3-bb65-fc029f893b5e,4f452082-aa25-4dfa-a6e4-d46e2f396a36,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-23 13:24:33,2023-06-23 13:24:33,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
10cf1d7c-67d6-490b-aa7b-8e5e73d25b13,b79de446-7e2c-4624-8cdb-d60f90d715be,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-21 08:58:21,2023-06-21 08:58:21,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
14d6fad4-e0bc-47ad-9625-0594c43bcbbf,edd9e172-cf10-43ff-bd98-cb9c71e4550c,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 08:53:04,2023-06-19 08:53:04,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
1c596a1e-ec75-4139-9f6a-e5851f3a33f2,9147e8cc-c86c-4a25-8760-7bf01736714d,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 13:33:57,2023-06-19 13:33:57,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
1cf45540-b9e4-4acb-b50f-9dd1d00d8d0f,fbfc1d2e-e6c8-4c9d-8b61-38e71df9d359,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:32:51,2023-06-19 09:32:51,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
22a76035-b21b-4c10-89a7-6bd13a74a941,9cab028f-1a46-4c3a-bcc6-9bc4bb67b8b0,476dee15-d552-4120-b525-30cb64f97eee,2023-06-29 05:55:38,2023-06-29 05:55:38,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
242d6216-578d-4cac-9bbb-ef610fb52fe4,7d49d132-b020-401a-ba47-5d7747d84101,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-03-08 11:32:03,2024-03-08 11:32:03,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
25342455-c297-4e4f-b5c1-2b8cadd8cd0c,4686434e-e344-4003-a743-9420111428b6,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-07-12 13:56:20,2023-07-12 13:56:20,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
26cd2619-3250-461f-a229-e54400508135,45d5f54d-1dd1-4fa1-86ac-08dbe6974091,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 13:48:40,2023-06-19 13:48:40,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
34f0ba6c-da41-4cd7-a2b1-a213ac61a219,bfe202b0-5788-4e8f-a305-b5faa2924e5f,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-09 05:30:16,2024-04-09 05:30:16,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
3854d9bc-6cf4-4393-b1ad-43adf348fa67,019219c6-7e8a-409d-afe4-bb4c17b97829,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-21 08:43:15,2023-06-21 08:43:15,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
3fd98d73-ff28-49f1-ae84-310362eea969,3002604e-565d-4f23-8364-b4b4c72d6a34,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:52:25,2023-06-19 09:52:25,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
45aea88e-9f51-4d40-aee9-7b75d3305646,8db975ef-d253-4507-9e8d-d7cb0989211f,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:41:10,2023-06-19 09:41:10,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
472ae1da-efe4-405a-8733-9241bf9a198a,9d9f1894-5892-4bc2-80f7-db193a3649ee,476dee15-d552-4120-b525-30cb64f97eee,2023-06-29 12:19:43,2023-06-29 12:19:43,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
4a42d307-6b98-450e-bf4b-68786bcc1fc3,992f7c4a-eff6-4332-b7ee-976cb5963a97,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-05-18 05:45:50,2023-05-18 05:45:50,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
4b462951-1b31-447b-b20d-c70e01008ef2,b9a833e5-f2fa-4b6d-851e-5943f5eef293,01,2023-06-20 09:02:37,2023-06-20 09:02:37,01,01
4df5f20b-5b0f-4240-8e5e-98a380655e14,2222283a-7890-4d54-8402-0c59a5ff3963,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-23 12:49:21,2023-06-23 12:49:21,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
51368031-b00c-45b6-a3d0-9df8662050bd,f4ed5244-6cbb-400e-93ab-c0ce8c1bfcca,476dee15-d552-4120-b525-30cb64f97eee,2024-07-01 09:59:34,2024-07-01 09:59:34,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
51bd7350-127b-4cb0-a3f1-a447b09aabe3,ee92ba0e-c045-4dbb-85bd-8805eba86247,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 08:31:56,2023-06-19 08:31:56,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
550ec0c5-2bd0-466e-9812-6796e7ed0687,dd272510-abea-4d7c-989b-4bce3091cca2,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2023-08-24 05:30:53,2023-08-24 05:30:53,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
55e1fbe2-3178-40ca-bdf9-3d0cd0124b1c,e840ef5d-2d1f-49e1-89b6-56a328cf9708,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-16 04:47:33,2024-04-16 04:47:33,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
57c530f2-e46a-4674-bf87-c878a23497cf,a877c83c-637c-4b7b-8e74-6705e8ca084d,18c191bf-3acf-42b7-a6f9-269d629dd762,2023-07-28 06:59:08,2023-07-28 06:59:08,18c191bf-3acf-42b7-a6f9-269d629dd762,18c191bf-3acf-42b7-a6f9-269d629dd762
5d7ca256-29b7-4596-a3e0-3328fc8b28a7,4dedd1ce-aa36-4249-9672-9351a04b40ce,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 05:52:24,2023-06-20 05:52:24,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
6060585c-0ca5-4a41-9d6c-1425a36a42b4,44dc3edf-9925-4667-ad39-0f49147db159,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-08-07 05:35:47,2023-08-07 05:35:47,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
628fb077-b546-4c51-88c3-296d07da3c0a,ed07f8e5-dfc6-4888-a094-a7c35628c468,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 05:08:50,2023-06-20 05:08:50,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
63a2e57a-68ff-4905-ab09-ab22fdf4462d,1503c3a1-125e-4b5c-8b35-77efe2c66dad,01,2023-06-20 09:06:37,2023-06-20 09:06:37,01,01
65b2939e-85f9-4478-bcdf-e4d759d63e50,a13a1830-58bf-4a45-bfd0-f7659fce33a9,01,2023-06-20 08:43:36,2023-06-20 08:43:36,01,01
6992ea72-ee41-4144-b7ca-bde532ac042d,55577b6c-eaf4-4ffd-8079-7db9e5460b63,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:54:50,2023-06-19 09:54:50,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
6dc1051b-04b2-4760-af62-98e7134828cf,8ca88e35-e9a3-4caf-b95e-f628aa9a785d,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:38:02,2023-06-19 09:38:02,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
6e110de0-dc3d-4730-a62b-ebbcaf18701c,eb304ab1-070e-4270-ba67-5fb1fa5cbd20,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-25 11:54:55,2024-06-25 11:54:55,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
6f242a3b-e60c-4e1e-833f-8a8f5f858fdb,b662cbbf-a654-4f88-b857-72fe009f8bab,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:37:56,2023-06-19 10:37:56,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
7764745a-fa2e-46d0-a272-006f1bdcde70,99e35fbe-93ee-445f-baf5-1876659740a7,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 05:47:15,2023-06-20 05:47:15,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
77866e82-94d5-401a-9c89-581c860da8c1,bf5cbf22-2b0a-4704-99fe-8305d442756a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-02 00:08:56,2024-07-02 00:08:58,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
77b9015d-ef09-4961-962f-7358442e9331,26e19359-873c-4682-a6ea-d1ee6b81aa5e,01,2023-06-20 07:27:05,2023-06-20 07:27:05,01,01
78bfeed6-036a-4ea8-83eb-cb7e7c1442e0,8a251f2b-92ec-4363-ac52-5e59c5755d05,89f1e714-f065-42a8-b5fd-6fa395263257,2023-07-28 09:44:37,2023-07-28 09:44:37,89f1e714-f065-42a8-b5fd-6fa395263257,89f1e714-f065-42a8-b5fd-6fa395263257
795c45fa-eb73-4518-af63-129881bd5c7f,4ff1f163-f4e9-4cbe-841b-0395e1658396,387fdf0c-e871-4984-8cb8-1e98a591b349,2023-08-21 06:45:27,2023-08-21 06:45:27,387fdf0c-e871-4984-8cb8-1e98a591b349,387fdf0c-e871-4984-8cb8-1e98a591b349
7a31f90b-bf56-48b5-9203-aab36e5ac6ac,1b6180e9-c618-49df-8101-d1e9d860953c,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 11:18:42,2023-06-19 11:18:42,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
7dca0c89-fdee-4341-a968-b1132b0f4f8a,67ef48a7-3430-4c29-873e-75cee189c472,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2023-08-18 08:48:05,2023-08-18 08:48:05,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
8150289c-d259-4a89-b47b-dc4cfef057d5,37a8b8db-a298-4d77-aa03-94f4ead7f751,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:12:02,2023-06-19 10:12:02,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
827fd930-4c2f-45a4-851f-341adaf572db,cfd3e46a-196f-4564-82d4-99fb2a0ddbae,01,2023-06-20 08:55:05,2023-06-20 08:55:05,01,01
878d7d57-09fb-4493-9a34-22c75f44c52c,7803a2bd-a0a8-4b83-b1f5-3dc5e2ec6204,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-08-23 10:17:43,2024-08-23 10:17:43,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
8a909d83-d357-4559-b3ef-b4951384b58f,ec0770dd-193f-41fc-b872-61b86530a4e8,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-09 08:56:07,2024-04-09 08:56:07,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
8d6426c0-ca1d-4c0a-bd17-f258237695b6,b287e801-0757-4e6a-8737-17c43e4a4c62,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:04:07,2023-06-19 10:04:07,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
8e19b6bd-5c85-4b24-8e7a-e08d45cd7a6d,77d7d5d3-ab6f-4a5c-8f32-c7040c1c4540,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:44:27,2023-06-19 09:44:27,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
8f4f79d9-a31a-4d44-aa80-c9698b6dbcf9,44915c19-af43-4341-a5d6-c8dda2695585,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 13:27:26,2023-06-20 13:27:26,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
929a3627-72aa-4f65-8a34-d1cfc8770374,cebaa31d-63e2-4e51-85af-4992283efbf8,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:46:54,2023-06-19 10:46:54,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
950a5df6-5e75-4fac-8950-a436f6fd5cde,965cbf10-58e4-4852-9217-70103e59b7c0,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 06:10:05,2023-06-19 06:10:05,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
95ce63ac-2635-41ee-aadd-9d4a50154951,7a93898c-4522-47af-89d1-599fbbacb9ea,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-02 00:47:28,2024-07-02 00:47:28,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
9bb19b38-c6f0-4068-beae-6a29130530ce,796875e1-5d06-4917-b346-f0e494793386,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:58:09,2023-06-19 10:58:09,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
a1b9c0f2-fbd9-440e-82bd-4ca8e93b949e,e6eb2e74-10ee-4444-99d3-9375846fd6f2,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-21 13:25:50,2023-06-21 13:25:50,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
a301af07-da6f-47ac-b67c-c16b311eabdf,774648b9-b7cd-49a6-80f5-e227f34eb0c2,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 05:55:32,2023-06-19 05:55:32,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
